Country,Type,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,y2027,y2028,y2029,y2030,y2031,y2032,y2033,g1971,g1972,g1973,g1974,g1975,g1976,g1977,g1978,g1979,g1980,g1981,g1982,g1983,g1984,g1985,g1986,g1987,g1988,g1989,g1990,g1991,g1992,g1993,g1994,g1995,g1996,g1997,g1998,g1999,g2000,g2001,g2002,g2003,g2004,g2005,g2006,g2007,g2008,g2009,g2010,g2011,g2012,g2013,g2014,g2015,g2016,g2017,g2018,g2019,g2020,g2021,g2022,g2023,g2024,g2025,g2026,g2027,g2028,g2029,g2030,g2031,g2032,g2033
Panama,C,4315.20,4601.94,4684.24,4807.50,4788.28,4755.35,4720.15,4641.52,5005.98,5115.69,5661.14,6060.71,6257.74,5858.10,5895.90,6061.26,6151.12,5920.53,5028.24,5007.74,5308.74,5696.17,6043.32,6249.67,6305.22,6292.95,6423.99,6704.71,7059.19,7205.46,7269.09,7180.15,7215.23,7395.10,7821.83,8249.18,8819.12,9718.85,10511.06,10480.85,10928.40,11989.80,12976.34,13679.75,14177.60,14791.18,15321.83,15976.16,16361.48,16649.54,13431.60,15270.64,16656.79,16963.74,17195.34,17460.75,17767.89,18083.30,18422.47,18768.01,19138.91,19479.33,19825.80,20178.43,6.64,1.79,2.63,-.40,-.69,-.74,-1.67,7.85,2.19,10.66,7.06,3.25,-6.39,.65,2.80,1.48,-3.75,-15.07,-.41,6.01,7.30,6.09,3.41,.89,-.19,2.08,4.37,5.29,2.07,.88,-1.22,.49,2.49,5.77,5.46,6.91,10.20,8.15,-.29,4.27,9.71,8.23,5.42,3.64,4.33,3.59,4.27,2.41,1.76,-19.33,13.69,9.08,1.84,1.37,1.54,1.76,1.78,1.88,1.88,1.98,1.78,1.78,1.78
Puerto Rico,C,11461.14,11994.39,12489.85,13206.77,13482.91,13173.21,13574.76,14127.17,14926.92,15850.13,16310.62,16348.51,15897.54,15351.85,16096.94,16438.17,17098.64,17921.43,18810.02,19454.07,18734.15,19030.27,19770.80,20515.55,21176.70,21936.45,22193.61,23061.37,24197.35,25374.14,26132.00,27722.17,27939.95,27937.14,30374.80,29813.99,29518.28,29346.14,28974.20,28563.62,28592.12,28815.32,29166.64,29455.75,29561.18,29766.70,29919.45,29571.32,28679.93,29503.89,28714.39,29275.69,30692.83,31662.49,32544.60,33585.07,34745.97,35940.48,37103.36,38342.64,39584.51,40826.54,42107.53,43428.72,4.65,4.13,5.74,2.09,-2.30,3.05,4.07,5.66,6.18,2.91,.23,-2.76,-3.43,4.85,2.12,4.02,4.81,4.96,3.42,-3.70,1.58,3.89,3.77,3.22,3.59,1.17,3.91,4.93,4.86,2.99,6.09,.79,-.01,8.73,-1.85,-.99,-.58,-1.27,-1.42,.10,.78,1.22,.99,.36,.70,.51,-1.16,-3.01,2.87,-2.68,1.95,4.84,3.16,2.79,3.20,3.46,3.44,3.24,3.34,3.24,3.14,3.14,3.14
St. Kitts Nevis,C,,,,,,,,4590.24,4799.60,5197.95,5668.51,5767.69,5813.94,5902.64,6447.17,7023.96,7823.38,8385.21,9220.92,9789.97,10330.82,10199.68,10600.53,11181.63,11623.51,12100.69,12675.49,13391.69,13164.95,13431.00,14657.63,15288.86,15499.67,14821.68,15296.58,16648.26,16669.15,16639.33,17511.35,16661.15,16421.09,16582.99,16081.93,16812.50,17729.23,17774.87,18140.26,17651.21,18037.22,18360.64,15587.44,15350.39,16423.37,17043.28,17540.23,17958.35,18388.17,18827.29,19276.89,19756.89,20229.17,20712.74,21207.86,21714.82,,,,,,,,4.56,8.30,9.05,1.75,.80,1.53,9.23,8.95,11.38,7.18,9.97,6.17,5.52,-1.27,3.93,5.48,3.95,4.11,4.75,5.65,-1.69,2.02,9.13,4.31,1.38,-4.37,3.20,8.84,.13,-.18,5.24,-4.86,-1.44,.99,-3.02,4.54,5.45,.26,2.06,-2.70,2.19,1.79,-15.10,-1.52,6.99,3.77,2.92,2.38,2.39,2.39,2.39,2.49,2.39,2.39,2.39,2.39
St. Lucia,C,,,,,,,,4139.62,4485.58,4602.69,4424.02,4645.61,4682.82,4849.12,5127.83,5472.79,6180.41,6352.74,7165.52,7751.62,8452.54,8386.15,8936.18,8874.93,8901.97,8942.53,9099.78,8943.48,9423.44,9605.65,9535.86,9145.37,9130.41,9476.40,10122.98,10035.70,10606.42,10735.13,11216.32,10852.64,10981.82,11538.46,11471.31,11066.02,11220.59,11030.12,11432.08,11792.33,12064.66,12234.78,9225.58,10323.04,11927.58,12586.44,12947.13,13246.44,13485.73,13741.45,14002.02,14267.53,14538.07,14813.74,15094.64,15380.86,,,,,,,,8.36,2.61,-3.88,5.01,.80,3.55,5.75,6.73,12.93,2.79,12.79,8.18,9.04,-.79,6.56,-.69,.30,.46,1.76,-1.72,5.37,1.93,-.73,-4.09,-.16,3.79,6.82,-.86,5.69,1.21,4.48,-3.24,1.19,5.07,-.58,-3.53,1.40,-1.70,3.64,3.15,2.31,1.41,-24.60,11.90,15.54,5.52,2.87,2.31,1.81,1.90,1.90,1.90,1.90,1.90,1.90,1.90
St. Vincent Grenadines,C,1988.61,2049.86,2541.51,2229.79,2008.48,1830.54,1994.67,2231.38,2420.37,2468.84,2500.12,2587.52,2669.00,2691.26,2838.19,2985.70,3125.54,3117.45,3534.66,3563.81,3689.72,3711.68,3938.82,4094.46,4037.60,4347.18,4404.11,4565.26,4760.86,4902.86,4995.10,5092.56,5431.81,5870.30,6137.43,6314.38,6824.63,7078.06,7215.49,7088.63,6874.38,6868.49,6985.75,7135.64,7243.47,7360.64,7520.60,7614.45,7796.90,7840.24,7423.26,7495.70,7856.42,8318.85,8710.92,9013.47,9256.49,9497.40,9744.58,9998.19,10258.40,10515.12,10778.26,11047.99,3.08,23.98,-12.27,-9.92,-8.86,8.97,11.87,8.47,2.00,1.27,3.50,3.15,.83,5.46,5.20,4.68,-.26,13.38,.82,3.53,.60,6.12,3.95,-1.39,7.67,1.31,3.66,4.28,2.98,1.88,1.95,6.66,8.07,4.55,2.88,8.08,3.71,1.94,-1.76,-3.02,-.09,1.71,2.15,1.51,1.62,2.17,1.25,2.40,.56,-5.32,.98,4.81,5.89,4.71,3.47,2.70,2.60,2.60,2.60,2.60,2.50,2.50,2.50
Trinidad and Tobago,C,6156.89,6178.21,6444.23,6487.20,6662.64,6683.44,7010.24,7520.64,8144.46,8300.00,9015.53,9280.71,9466.89,8337.72,7718.82,7275.43,6924.49,6518.72,6195.48,6095.91,6153.26,6318.61,6939.21,6883.95,7128.80,7405.86,7945.90,8559.30,9273.21,10041.39,10758.84,11231.75,12154.41,13947.89,15094.39,16065.79,18219.16,19112.40,19784.53,18936.71,19586.12,19547.33,19813.69,20274.49,20110.96,20503.64,19242.30,18821.17,18803.87,18838.13,17448.77,17236.66,18004.22,18466.50,18794.40,19108.29,19451.73,19801.86,20158.29,20521.14,20890.53,21266.55,21649.35,22039.04,.35,4.31,.67,2.70,.31,4.89,7.28,8.29,1.91,8.62,2.94,2.01,-11.93,-7.42,-5.74,-4.82,-5.86,-4.96,-1.61,.94,2.69,9.82,-.80,3.56,3.89,7.29,7.72,8.34,8.28,7.14,4.40,8.21,14.76,8.22,6.44,13.40,4.90,3.52,-4.29,3.43,-.20,1.36,2.33,-.81,1.95,-6.15,-2.19,-.09,.18,-7.38,-1.22,4.45,2.57,1.78,1.67,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80
South America,G,4203.11,4443.61,4643.68,4928.00,5178.06,5219.17,5395.19,5541.69,5517.79,5785.26,6029.60,5739.55,5588.09,5363.73,5458.66,5563.04,5845.86,5957.02,5847.37,5784.38,5572.93,5661.69,5691.38,5899.00,6133.15,6233.03,6331.61,6536.40,6533.86,6385.97,6487.81,6426.51,6369.98,6476.99,6801.73,7035.92,7320.05,7714.58,8005.79,7839.16,8346.50,8674.00,8770.60,8987.44,8967.30,8813.63,8603.00,8676.51,8702.62,8696.91,8119.62,8681.03,8952.91,9016.07,9158.89,9363.44,9599.54,9831.61,10080.66,10340.83,10614.41,10889.63,11172.02,11461.77,5.72,4.50,6.12,5.07,.79,3.37,2.72,-.43,4.85,4.22,-4.81,-2.64,-4.02,1.77,1.91,5.08,1.90,-1.84,-1.08,-3.66,1.59,.52,3.65,3.97,1.63,1.58,3.23,-.04,-2.26,1.59,-.94,-.88,1.68,5.01,3.44,4.04,5.39,3.77,-2.08,6.47,3.92,1.11,2.47,-.22,-1.71,-2.39,.85,.30,-.07,-6.64,6.91,3.13,.71,1.58,2.23,2.52,2.42,2.53,2.58,2.65,2.59,2.59,2.59
Argentina,C,9211.72,9572.54,9565.11,9666.31,10027.58,9857.34,9494.79,9982.90,9374.48,10161.83,10146.05,9460.02,9236.16,9487.86,9497.55,8875.22,9278.19,9384.63,9145.07,8367.45,8046.39,8658.40,9218.40,9847.30,10290.50,9876.70,10303.06,11009.40,11303.12,10800.53,10597.00,10021.48,8837.71,9519.49,10268.21,11057.32,11828.58,12774.47,13162.43,12258.64,13364.69,14020.11,13736.69,13928.76,13445.70,13680.35,13269.99,13499.07,13045.92,12651.74,11296.00,12365.82,12907.03,12899.26,12960.28,13048.25,13146.80,13277.22,13461.81,13689.07,13960.95,14252.09,14549.30,14852.72,3.92,-.08,1.06,3.74,-1.70,-3.68,5.14,-6.09,8.40,-.16,-6.76,-2.37,2.73,.10,-6.55,4.54,1.15,-2.55,-8.50,-3.84,7.61,6.47,6.82,4.50,-4.02,4.32,6.86,2.67,-4.45,-1.88,-5.43,-11.81,7.71,7.87,7.69,6.98,8.00,3.04,-6.87,9.02,4.90,-2.02,1.40,-3.47,1.75,-3.00,1.73,-3.36,-3.02,-10.72,9.47,4.38,-.06,.47,.68,.76,.99,1.39,1.69,1.99,2.09,2.09,2.09
Brazil,C,3634.27,3944.21,4311.08,4794.54,5102.88,5241.80,5620.73,5741.85,5785.73,6026.98,6418.22,5992.80,5888.45,5559.25,5721.21,6042.04,6391.25,6490.84,6360.71,6448.40,6139.14,6128.00,6000.01,6179.77,6408.01,6589.24,6633.99,6757.63,6681.09,6614.97,6806.17,6804.18,6917.45,6905.87,7213.29,7356.53,7562.17,7935.29,8254.33,8163.69,8696.91,8961.96,9055.04,9248.79,9219.85,8823.15,8469.27,8517.40,8567.21,8603.91,8241.76,8633.91,8837.85,8921.96,9063.50,9286.98,9544.28,9800.43,10073.48,10354.14,10642.61,10928.53,11222.13,11523.62,8.53,9.30,11.21,6.43,2.72,7.23,2.15,.76,4.17,6.49,-6.63,-1.74,-5.59,2.91,5.61,5.78,1.56,-2.00,1.38,-4.80,-.18,-2.09,3.00,3.69,2.83,.68,1.86,-1.13,-.99,2.89,-.03,1.66,-.17,4.45,1.99,2.80,4.93,4.02,-1.10,6.53,3.05,1.04,2.14,-.31,-4.30,-4.01,.57,.58,.43,-4.21,4.76,2.36,.95,1.59,2.47,2.77,2.68,2.79,2.79,2.79,2.69,2.69,2.69
Other South America,G,3114.86,3215.06,3248.79,3303.29,3429.47,3407.16,3473.83,3535.90,3630.08,3747.04,3859.73,3941.58,3746.69,3521.63,3548.58,3576.90,3714.97,3853.96,3832.82,3791.95,3786.29,3856.69,3959.37,4073.90,4255.87,4414.30,4493.71,4662.30,4682.37,4530.40,4595.63,4615.96,4673.51,4778.71,4993.58,5190.64,5441.31,5692.18,5912.55,5874.43,6148.08,6468.09,6698.32,6962.18,7110.14,7205.76,7281.88,7345.09,7493.01,7550.89,6904.17,7555.84,7841.17,7894.37,8064.00,8276.46,8524.26,8751.64,8984.94,9224.36,9474.76,9727.20,9986.42,10252.59,3.22,1.05,1.68,3.82,-.65,1.96,1.79,2.66,3.22,3.01,2.12,-4.94,-6.01,.77,.80,3.86,3.74,-.55,-1.07,-.15,1.86,2.66,2.89,4.47,3.72,1.80,3.75,.43,-3.25,1.44,.44,1.25,2.25,4.50,3.95,4.83,4.61,3.87,-.64,4.66,5.21,3.56,3.94,2.13,1.34,1.06,.87,2.01,.77,-8.56,9.44,3.78,.68,2.15,2.63,2.99,2.67,2.67,2.66,2.71,2.66,2.66,2.67
Bolivia,C,1856.62,1903.13,2004.73,2068.12,2077.29,2175.60,2256.97,2311.34,2302.18,2252.30,2174.73,2139.86,2020.23,1906.40,1870.99,1808.43,1730.85,1740.36,1754.85,1781.67,1821.51,1872.55,1858.66,1893.81,1938.11,1984.75,2027.46,2083.45,2142.64,2107.11,2115.26,2106.58,2114.70,2128.05,2172.77,2224.58,2286.75,2346.42,2445.21,2482.31,2540.01,2626.97,2715.55,2852.68,2960.22,3055.32,3136.59,3219.26,3305.89,3330.42,2999.53,3144.77,3217.12,3272.09,3328.06,3400.37,3474.78,3550.47,3631.40,3714.18,3802.61,3893.15,3985.84,4080.75,2.51,5.34,3.16,.44,4.73,3.74,2.41,-.40,-2.17,-3.44,-1.60,-5.59,-5.63,-1.86,-3.34,-4.29,.55,.83,1.53,2.24,2.80,-.74,1.89,2.34,2.41,2.15,2.76,2.84,-1.66,.39,-.41,.39,.63,2.10,2.38,2.79,2.61,4.21,1.52,2.32,3.42,3.37,5.05,3.77,3.21,2.66,2.64,2.69,.74,-9.94,4.84,2.30,1.71,1.71,2.17,2.19,2.18,2.28,2.28,2.38,2.38,2.38,2.38
Chile,C,4382.96,4713.68,4584.46,4278.79,4306.21,3689.35,3767.65,4098.91,4352.67,4652.67,4951.13,5190.52,4540.38,4238.49,4339.63,4441.71,4606.28,4824.61,5092.28,5501.37,5582.67,5908.11,6451.73,6759.92,6983.02,7488.55,7880.77,8345.64,8587.05,8439.62,8781.35,8969.06,9148.14,9424.98,10006.48,10481.49,11039.14,11472.08,11762.86,11466.63,12022.38,12640.07,13193.51,13607.93,13731.15,13931.66,14056.16,14112.64,14559.34,14605.33,13573.79,15087.74,15361.02,15242.57,15441.48,15706.96,16018.88,16369.55,16744.17,17144.04,17570.50,18043.02,18528.24,19026.51,7.55,-2.74,-6.67,.64,-14.32,2.12,8.79,6.19,6.89,6.41,4.84,-12.53,-6.65,2.39,2.35,3.70,4.74,5.55,8.03,1.48,5.83,9.20,4.78,3.30,7.24,5.24,5.90,2.89,-1.72,4.05,2.14,2.00,3.03,6.17,4.75,5.32,3.92,2.53,-2.52,4.85,5.14,4.38,3.14,.91,1.46,.89,.40,3.17,.32,-7.06,11.15,1.81,-.77,1.30,1.72,1.99,2.19,2.29,2.39,2.49,2.69,2.69,2.69
Colombia,C,2351.33,2427.71,2550.09,2659.44,2749.21,2751.69,2821.79,2882.80,3071.18,3174.79,3235.11,3237.81,3196.73,3175.28,3209.43,3236.61,3350.46,3453.70,3516.51,3559.27,3634.81,3632.50,3704.10,3827.60,3973.19,4106.18,4126.66,4208.98,4176.06,3955.76,4035.20,4060.94,4111.13,4214.39,4377.19,4526.00,4765.85,5021.17,5120.67,5115.44,5281.53,5582.78,5735.36,5963.02,6164.00,6279.47,6344.82,6356.98,6443.41,6584.15,6032.23,6650.30,7104.89,7105.95,7198.52,7408.07,7667.00,7926.38,8194.81,8464.16,8742.64,9004.14,9273.45,9550.82,3.25,5.04,4.29,3.38,.09,2.55,2.16,6.53,3.37,1.90,.08,-1.27,-.67,1.08,.85,3.52,3.08,1.82,1.22,2.12,-.06,1.97,3.33,3.80,3.35,.50,2.00,-.78,-5.28,2.01,.64,1.24,2.51,3.86,3.40,5.30,5.36,1.98,-.10,3.25,5.70,2.73,3.97,3.37,1.87,1.04,.19,1.36,2.18,-8.38,10.25,6.84,.01,1.30,2.91,3.50,3.38,3.39,3.29,3.29,2.99,2.99,2.99
Ecuador,C,2920.89,3014.58,3074.43,3402.66,3675.80,3962.94,4135.13,4082.49,4194.14,4229.80,4266.53,4383.92,4292.37,4164.58,4161.41,4212.59,4246.36,4127.05,4259.07,4193.12,4233.74,4368.05,4408.05,4411.48,4491.22,4489.23,4463.61,4551.75,4599.74,4303.99,4288.92,4396.41,4505.82,4541.10,4805.82,4951.25,5074.66,5105.86,5347.40,5297.01,5403.11,5744.06,5981.91,6190.08,6336.38,6257.12,6098.75,6162.82,6163.84,6091.63,5550.28,5718.10,5819.79,5889.64,5967.73,6073.61,6174.56,6278.48,6384.16,6491.62,6607.42,6725.30,6845.27,6967.39,3.21,1.99,10.68,8.03,7.81,4.35,-1.27,2.73,.85,.87,2.75,-2.09,-2.98,-.08,1.23,.80,-2.81,3.20,-1.55,.97,3.17,.92,.08,1.81,-.04,-.57,1.97,1.05,-6.43,-.35,2.51,2.49,.78,5.83,3.03,2.49,.61,4.73,-.94,2.00,6.31,4.14,3.48,2.36,-1.25,-2.53,1.05,.02,-1.17,-8.89,3.02,1.78,1.20,1.33,1.77,1.66,1.68,1.68,1.68,1.78,1.78,1.78,1.78
Guyana,C,2169.81,2193.83,2081.42,2072.58,2203.18,2381.69,2431.78,2384.42,2348.93,2301.21,2335.09,2362.01,2047.96,1910.61,1814.74,1857.87,1838.40,1851.10,1779.03,1687.08,1629.13,1730.09,1872.24,2026.44,2197.34,2303.50,2487.91,2643.56,2585.37,2636.85,2583.08,2640.12,2682.75,2676.45,2720.19,2678.15,2839.32,3065.05,3150.24,3285.20,3442.39,3640.10,3847.85,4052.69,4217.83,4348.65,4490.70,4585.93,4772.18,4992.01,6971.48,8430.18,13517.49,17149.59,24502.33,29378.52,36295.75,37633.35,38682.88,39723.16,40751.85,41522.28,42307.28,43107.12,1.11,-5.12,-.42,6.30,8.10,2.10,-1.95,-1.49,-2.03,1.47,1.15,-13.30,-6.71,-5.02,2.38,-1.05,.69,-3.89,-5.17,-3.43,6.20,8.22,8.24,8.43,4.83,8.01,6.26,-2.20,1.99,-2.04,2.21,1.61,-.23,1.63,-1.55,6.02,7.95,2.78,4.28,4.78,5.74,5.71,5.32,4.07,3.10,3.27,2.12,4.06,4.61,39.65,20.92,60.35,26.87,42.87,19.90,23.55,3.69,2.79,2.69,2.59,1.89,1.89,1.89
Paraguay,C,1886.94,1938.43,2011.95,2096.04,2206.31,2294.66,2411.32,2633.33,2889.81,3165.66,3458.51,3683.64,3536.93,3335.83,3333.98,3386.07,3453.03,3608.72,3712.69,3856.22,3900.58,3923.05,3878.74,3958.81,4056.98,4218.84,4173.44,4242.34,4148.05,4005.61,3835.86,3731.45,3662.03,3752.47,3837.98,3855.45,3977.07,4129.23,4327.95,4256.62,4667.93,4803.57,4717.42,5051.45,5233.31,5331.36,5496.84,5701.95,5824.07,5754.30,5640.88,5799.92,5738.20,5926.03,6093.15,6257.56,6445.18,6636.62,6827.18,7023.40,7218.30,7411.46,7609.78,7813.41,2.73,3.79,4.18,5.26,4.00,5.08,9.21,9.74,9.55,9.25,6.51,-3.98,-5.69,-.06,1.56,1.98,4.51,2.88,3.87,1.15,.58,-1.13,2.06,2.48,3.99,-1.08,1.65,-2.22,-3.43,-4.24,-2.72,-1.86,2.47,2.28,.46,3.15,3.83,4.81,-1.65,9.66,2.91,-1.79,7.08,3.60,1.87,3.10,3.73,2.14,-1.20,-1.97,2.82,-1.06,3.27,2.82,2.70,3.00,2.97,2.87,2.87,2.78,2.68,2.68,2.68
Peru,C,3484.12,3543.22,3564.91,3684.23,3920.03,3978.57,3929.37,3840.28,3642.16,3693.42,3811.90,3919.41,3823.15,3350.42,3397.40,3394.34,3635.67,3904.71,3461.13,2970.84,2763.41,2765.67,2693.69,2776.77,3057.23,3223.31,3255.80,3409.71,3343.99,3345.16,3388.40,3364.30,3502.53,3603.59,3737.61,3927.25,4176.24,4483.43,4841.15,4843.04,5192.10,5463.81,5740.28,6015.20,6097.49,6234.37,6418.42,6517.49,6713.09,6794.04,5959.86,6727.96,6874.29,6962.62,7142.02,7331.74,7546.42,7771.46,7995.27,8225.52,8462.40,8714.51,8974.12,9241.48,1.70,.61,3.35,6.40,1.49,-1.24,-2.27,-5.16,1.41,3.21,2.82,-2.46,-12.37,1.40,-.09,7.11,7.40,-11.36,-14.17,-6.98,.08,-2.60,3.08,10.10,5.43,1.01,4.73,-1.93,.03,1.29,-.71,4.11,2.89,3.72,5.07,6.34,7.36,7.98,.04,7.21,5.23,5.06,4.79,1.37,2.24,2.95,1.54,3.00,1.21,-12.28,12.89,2.17,1.28,2.58,2.66,2.93,2.98,2.88,2.88,2.88,2.98,2.98,2.98
Suriname,C,5519.48,5669.87,5573.93,5441.86,5503.48,5930.75,6642.24,7163.38,7527.29,7531.94,7039.42,7391.28,6907.87,6482.11,6229.47,6234.17,6194.91,5756.60,6144.73,6325.05,5994.68,6135.32,6129.82,5699.57,5864.65,5800.50,5784.98,6024.29,6056.15,5862.47,5878.57,6024.02,6087.46,6363.29,6796.04,6992.69,7278.50,7517.92,7697.92,7807.59,8094.81,8455.23,8574.23,8721.60,8645.28,8259.31,7717.56,7772.81,7896.15,7758.43,6444.29,6192.23,6250.13,6324.57,6404.40,6506.52,6625.84,6750.49,6884.16,7027.29,7187.48,7351.32,7518.89,7690.28,2.72,-1.69,-2.37,1.13,7.76,12.00,7.85,5.08,.06,-6.54,5.00,-6.54,-6.16,-3.90,.08,-.63,-7.08,6.74,2.93,-5.22,2.35,-.09,-7.02,2.90,-1.09,-.27,4.14,.53,-3.20,.27,2.47,1.05,4.53,6.80,2.89,4.09,3.29,2.39,1.42,3.68,4.45,1.41,1.72,-.88,-4.46,-6.56,.72,1.59,-1.74,-16.94,-3.91,.94,1.19,1.26,1.59,1.83,1.88,1.98,2.08,2.28,2.28,2.28,2.28
Uruguay,C,6320.86,6299.63,6208.85,6215.85,6386.59,6763.28,6986.75,7044.54,7377.59,7788.05,8196.61,8274.63,7416.33,6608.76,6491.02,6563.08,7109.75,7645.96,7727.09,7777.93,7765.82,8005.36,8604.99,8798.60,9399.54,9225.22,9696.39,10469.68,10891.43,10640.18,10396.45,9961.53,9161.81,9209.85,9647.54,10346.79,10749.80,11426.56,12218.62,12708.53,13669.88,14343.13,14815.72,15464.88,15924.98,15941.36,16166.60,16540.85,16763.88,16756.47,15665.77,16449.30,17213.45,17629.34,18176.35,18696.81,19033.66,19413.57,19820.45,20255.63,20720.57,21216.88,21725.06,22245.42,-.34,-1.44,.11,2.75,5.90,3.30,.83,4.73,5.56,5.25,.95,-10.37,-10.89,-1.78,1.11,8.33,7.54,1.06,.66,-.16,3.08,7.49,2.25,6.83,-1.85,5.11,7.98,4.03,-2.31,-2.29,-4.18,-8.03,.52,4.75,7.25,3.90,6.30,6.93,4.01,7.56,4.93,3.29,4.38,2.98,.10,1.41,2.31,1.35,-.04,-6.51,5.00,4.65,2.42,3.10,2.86,1.80,2.00,2.10,2.20,2.30,2.40,2.40,2.40
Venezuela,C,19924.69,19505.65,19131.48,19841.48,19613.00,19553.04,20408.66,21011.39,20844.96,20383.46,18937.71,18373.37,17418.43,16232.02,15961.54,15520.84,16055.56,16156.24,16612.52,14765.24,15096.49,16196.62,16804.38,16492.30,15768.54,16055.16,15703.79,16617.06,16356.41,15101.65,15382.74,15631.01,14003.97,12700.23,14774.83,16036.11,17339.39,18494.87,19104.88,18216.49,17682.59,18157.87,18916.90,18915.87,17990.59,16715.95,13744.03,11630.68,9671.93,6753.72,5501.86,5731.50,6344.10,6335.70,6453.28,6537.88,6666.65,6798.92,6933.82,7071.40,7211.70,7354.94,7501.01,7649.99,-2.10,-1.92,3.71,-1.15,-.31,4.38,2.95,-.79,-2.21,-7.09,-2.98,-5.20,-6.81,-1.67,-2.76,3.45,.63,2.82,-11.12,2.24,7.29,3.75,-1.86,-4.39,1.82,-2.19,5.82,-1.57,-7.67,1.86,1.61,-10.41,-9.31,16.34,8.54,8.13,6.66,3.30,-4.65,-2.93,2.69,4.18,-.01,-4.89,-7.09,-17.78,-15.38,-16.84,-30.17,-18.54,4.17,10.69,-.13,1.86,1.31,1.97,1.98,1.98,1.98,1.98,1.99,1.99,1.99
Europe,G,14073.93,14657.63,15238.62,16094.70,16375.90,16204.20,16846.13,17280.83,17770.97,18371.64,18620.31,18593.13,18704.25,19039.21,19501.55,19979.72,20460.39,20990.59,21796.70,22339.21,22774.55,22910.50,23013.61,22940.55,23534.01,24221.77,24660.89,25330.31,26073.16,26780.22,27726.79,28270.46,28541.04,28806.88,29453.61,29992.33,30897.37,31719.40,31761.39,30329.46,30909.55,31389.19,31244.12,31301.93,31788.55,32450.01,33021.81,33809.41,34448.27,34915.91,32627.83,34465.79,35698.70,35920.72,36330.79,36947.79,37561.91,38147.53,38714.47,39285.93,39842.19,40365.63,40896.23,41434.08,4.15,3.96,5.62,1.75,-1.05,3.96,2.58,2.84,3.38,1.35,-.15,.60,1.79,2.43,2.45,2.41,2.59,3.84,2.49,1.95,.60,.45,-.32,2.59,2.92,1.81,2.71,2.93,2.71,3.53,1.96,.96,.93,2.25,1.83,3.02,2.66,.13,-4.51,1.91,1.55,-.46,.19,1.55,2.08,1.76,2.39,1.89,1.36,-6.55,5.63,3.58,.62,1.14,1.70,1.66,1.56,1.49,1.48,1.42,1.31,1.31,1.32
European Union 27,G,13034.46,13618.96,14176.24,14995.74,15399.64,15296.47,15982.98,16404.11,16855.71,17433.44,17750.35,17734.10,17821.03,18074.43,18511.37,18899.13,19342.81,19774.97,20511.63,21001.13,21489.78,21726.14,21845.45,21660.92,22179.78,22868.19,23257.44,23836.22,24515.93,25192.10,26105.59,26588.76,26795.04,26947.03,27549.44,27981.69,28862.67,29656.87,29725.66,28348.76,28922.29,29410.70,29147.24,29082.14,29491.06,30134.47,30694.07,31502.02,32155.27,32625.79,30716.96,32392.55,33575.60,33829.86,34272.49,34917.12,35541.93,36131.31,36696.46,37267.63,37819.66,38346.04,38880.13,39422.05,4.48,4.09,5.78,2.69,-.67,4.49,2.63,2.75,3.43,1.82,-.09,.49,1.42,2.42,2.09,2.35,2.23,3.73,2.39,2.33,1.10,.55,-.84,2.40,3.10,1.70,2.49,2.85,2.76,3.63,1.85,.78,.57,2.24,1.57,3.15,2.75,.23,-4.63,2.02,1.69,-.90,-.22,1.41,2.18,1.86,2.63,2.07,1.46,-5.85,5.45,3.65,.76,1.31,1.88,1.79,1.66,1.56,1.56,1.48,1.39,1.39,1.39
Euro Zone,G,15544.19,16012.77,16680.96,17687.99,18154.20,17953.31,18778.83,19280.54,19806.35,20493.57,20843.97,20881.49,20982.04,21240.33,21707.40,22168.21,22674.58,23194.87,24108.46,24710.14,25451.20,25944.76,26125.27,25837.79,26392.23,27190.00,27573.25,28244.18,29027.15,29800.46,30831.88,31368.81,31515.77,31576.44,32140.71,32524.21,33423.21,34252.86,34222.37,32558.92,33182.33,33674.21,33302.71,33141.77,33525.36,34152.46,34713.76,35545.29,36185.55,36611.05,34258.61,36067.11,37322.68,37598.83,37995.44,38618.26,39214.80,39768.86,40299.07,40838.17,41360.54,41850.91,42347.26,42849.67,3.01,4.17,6.04,2.64,-1.11,4.60,2.67,2.73,3.47,1.71,.18,.48,1.23,2.20,2.12,2.28,2.29,3.94,2.50,3.00,1.94,.70,-1.10,2.15,3.02,1.41,2.43,2.77,2.66,3.46,1.74,.47,.19,1.79,1.19,2.76,2.48,-.09,-4.86,1.91,1.48,-1.10,-.48,1.16,1.87,1.64,2.40,1.80,1.18,-6.43,5.28,3.48,.74,1.05,1.64,1.54,1.41,1.33,1.34,1.28,1.19,1.19,1.19
